1,2,3,4,5,6,7,8,9,10,11,12,Label,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00679.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00680.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00681.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00682.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00683.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00684.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00685.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00686.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00687.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00688.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00689.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00690.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00691.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00692.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00693.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00694.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00695.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00696.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00697.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00698.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00699.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00700.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00701.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00702.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00713.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00714.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00715.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00716.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00717.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00718.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00719.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00720.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00721.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00722.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00723.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00724.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00733.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00734.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00735.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00736.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00737.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00738.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00739.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00740.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00741.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00742.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00743.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00744.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00745.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00746.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00747.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00748.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00749.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00750.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00751.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00752.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00753.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00754.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00755.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00756.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00757.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00758.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00759.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00760.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00761.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00762.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00763.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00764.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00765.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00766.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00767.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00768.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00779.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00780.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00781.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00782.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00783.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00784.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00785.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00786.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00787.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00788.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00789.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00790.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00791.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00792.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00793.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00794.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00795.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00796.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00797.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00798.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00799.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00800.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00801.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00802.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00803.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00804.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00805.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00806.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00807.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00808.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00809.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00810.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00811.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00812.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00813.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00814.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00819.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00820.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00821.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00822.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00823.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00824.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00825.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00826.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00827.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00828.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00829.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00830.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00831.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00832.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00833.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00834.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00835.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00836.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00837.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00838.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00839.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00840.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00841.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00842.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00843.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00844.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00845.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00846.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00847.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00848.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00849.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00850.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00851.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00852.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00853.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00854.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00855.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00856.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00857.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00858.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00859.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00860.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00861.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00862.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00863.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00864.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00865.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00866.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00867.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00868.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00869.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00870.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00871.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00872.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00873.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00874.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00875.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00876.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00877.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00878.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00883.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00884.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00885.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00886.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00887.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00888.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00889.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00890.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00891.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00892.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00893.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00894.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00895.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00896.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00897.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00898.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00899.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00900.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00901.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00902.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00903.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00904.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00905.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00906.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00911.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00912.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00913.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00914.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00915.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00916.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00917.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00918.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00919.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00920.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00921.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00922.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00923.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00924.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00925.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00926.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00927.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00928.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00929.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00930.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00931.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00932.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00933.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00934.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00936.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00937.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00938.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00939.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00940.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00941.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00942.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00943.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00944.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00945.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00946.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00947.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00948.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00949.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00950.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00951.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00952.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00953.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00954.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00955.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00956.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00957.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00958.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00959.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00960.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00961.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00962.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00963.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00964.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00965.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00966.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00967.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00968.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00969.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00970.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00971.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00972.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00973.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00974.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00975.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00976.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00977.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00978.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00979.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00980.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00981.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00982.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00983.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00990.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00991.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00992.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00993.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00994.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00995.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00996.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00997.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00998.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img00999.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01000.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01001.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01002.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01003.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01004.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01005.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01006.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01007.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01008.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01009.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01010.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01011.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01012.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01013.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01014.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01015.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01016.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01017.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01018.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01019.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01020.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01021.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01022.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01023.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01024.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01025.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01026.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01027.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01028.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01029.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01030.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01031.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01032.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01033.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01034.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01035.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01036.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01037.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01038.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01039.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01040.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01041.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01042.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01043.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01044.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01045.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01046.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01047.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01048.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01049.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01052.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01053.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01054.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01055.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01056.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01057.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01058.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01059.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01060.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01061.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01062.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01063.jpg,1,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01070.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01071.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01072.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01073.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01074.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01075.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01076.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01077.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01078.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01079.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01080.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01081.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01082.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01083.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01084.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01085.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01086.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01087.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01088.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01089.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01090.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01091.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01092.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01093.jpg,4,,,
D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01094.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01095.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01096.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01097.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01098.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01099.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01100.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01101.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01102.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01103.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01104.jpg,D:\Dataset Skripsi Batch Final Image Face Detection\S5\img01105.jpg,4,,,
